Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging,SurveyDate,City,Feedback
22,Male,Working professional,1818,3,3-4,Daily,Yes,Yes,2.74,Bottle,Convenience store,Energy boost,3,None,None,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,4,5,2024-07-01 00:19:57,Fujairah,No barriers
38,Male,Other,5994,5,1-2,Rarely,Yes,Yes,9.66,Bottle,Online retailer,Weight management,5,BrandA,No artificial flavors,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,4,5,2025-01-05 15:01:52,Umm Al Quwain,HighPrice
31,Male,Working professional,14708,2,3-4,Daily,Yes,No,28.9,Bottle,Online retailer,Digestive health,4,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,3,4,2024-02-10 16:31:29,Fujairah,PoorTaste; UnsustainablePack
20,Male,Student,3097,4,None,Rarely,No,No,10.21,Bottle,Gym/Fitness centre,Weight management,4,BrandB,Gluten-free,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,5,4,1,2024-08-03 21:17:00,Dubai,HighPrice
47,Female,Homemaker,2576,3,None,Weekly,Yes,Yes,4.19,Bottle,Convenience store,Energy boost,4,BrandA,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,5,3,2,1,2024-06-27 18:49:45,Umm Al Quwain,No barriers
38,Female,Working professional,3994,5,None,Monthly,No,Yes,6.16,Powder sachet,Supermarket,Weight management,4,None,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,3,5,2024-09-01 00:52:04,Umm Al Quwain,No barriers
53,Female,Self-employed,14211,4,3-4,Weekly,No,Yes,29.26,Powder sachet,Supermarket,Energy boost,4,BrandA,Low sugar,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,3,2,1,5,2025-01-22 04:58:20,Ajman,HighPrice
33,Female,Homemaker,5853,1,3-4,Daily,No,Yes,11.09,Powder sachet,Online retailer,Muscle recovery,3,BrandA,No artificial flavors,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,1,2,4,2024-12-30 01:38:08,Fujairah,HardToFind
29,Female,Student,3047,4,None,Weekly,No,No,11.57,Powder sachet,Supermarket,Energy boost,3,BrandA,Organic,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,1,5,2,2025-01-05 01:46:50,Sharjah,HighPrice
24,Female,Homemaker,7597,2,3-4,Never,Yes,No,13.62,Can,Supermarket,Energy boost,2,BrandB,No artificial flavors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,5,2,2025-01-08 03:29:53,Fujairah,No barriers
50,Female,Working professional,1822,5,1-2,Never,No,Yes,7.11,Can,Online retailer,Digestive health,5,BrandA,No artificial flavors,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,5,3,2,1,4,2024-02-24 05:26:32,Ras Al Khaimah,HighPrice; PoorTaste; HardToFind
42,Male,Working professional,9074,5,3-4,Weekly,Yes,No,20.47,Bottle,Pharmacy,Weight management,5,BrandC,Organic,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,5,1,2,4,2024-07-12 21:18:29,Ras Al Khaimah,PoorTaste
18,Male,Working professional,7099,4,5+,Never,No,Yes,36.28,Bottle,Supermarket,Weight management,4,BrandB,Eco packaging,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,2,3,1,4,2024-12-25 06:21:10,Sharjah,No barriers
18,Male,Retired,3726,4,3-4,Rarely,Yes,No,7.44,Jar,Supermarket,Weight management,4,BrandB,High protein,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,5,1,3,2025-03-20 21:52:04,Abu Dhabi,No barriers
23,Female,Student,2311,3,5+,Monthly,No,Yes,2.56,Powder sachet,Gym/Fitness centre,Energy boost,4,BrandA,None,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,5,4,3,2,2024-07-04 16:15:20,Ajman,No barriers
37,Female,Working professional,2213,4,5+,Daily,Yes,Yes,3.35,Jar,Supermarket,Energy boost,4,BrandB,Organic,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,5,2,1,3,4,2024-04-25 03:50:21,Ras Al Khaimah,HighPrice
70,Male,Working professional,7953,4,3-4,Never,Yes,Yes,15.13,Jar,Pharmacy,Muscle recovery,3,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,4,3,5,2024-01-30 21:26:33,Dubai,LackTrust
19,Female,Self-employed,14855,3,3-4,Monthly,No,Yes,30.03,Bottle,Convenience store,Muscle recovery,3,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,3,1,5,2025-02-19 00:25:40,Umm Al Quwain,UnsustainablePack
28,Male,Working professional,2770,4,5+,Rarely,Yes,No,2.71,Can,Convenience store,Digestive health,5,BrandA,Organic,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,4,5,2024-09-28 17:32:05,Umm Al Quwain,No barriers
23,Female,Student,7425,2,1-2,Rarely,Yes,No,15.47,Can,Online retailer,Digestive health,4,BrandA,No artificial flavors,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,5,3,4,1,2024-08-21 13:07:53,Abu Dhabi,PoorTaste
60,Male,Working professional,751,4,1-2,Rarely,Yes,Yes,1.21,Powder sachet,Supermarket,Immune support,1,BrandB,None,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,5,3,4,2024-10-26 17:52:24,Ras Al Khaimah,UnsustainablePack
40,Male,Working professional,2904,1,5+,Monthly,No,No,6.6,Powder sachet,Supermarket,Immune support,3,BrandC,Low sugar,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,5,2024-08-02 10:28:52,Fujairah,No barriers
39,Female,Self-employed,4779,4,3-4,Weekly,Yes,Yes,10.65,Can,Gym/Fitness centre,Muscle recovery,3,BrandA,No artificial flavors,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,5,2024-02-23 17:46:59,Ajman,No barriers
25,Male,Working professional,8204,3,1-2,Weekly,Yes,No,15.96,Bottle,Convenience store,Digestive health,4,BrandB,No artificial flavors,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,5,1,3,2024-04-05 18:05:16,Ras Al Khaimah,HighPrice
24,Male,Working professional,2116,3,3-4,Weekly,Yes,Yes,5.21,Bottle,Supermarket,Muscle recovery,4,BrandC,Low sugar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,3,1,2025-04-15 01:05:08,Ajman,No barriers
21,Male,Other,2695,4,3-4,Daily,Yes,Yes,5.22,Bottle,Supermarket,Energy boost,4,None,Low sugar,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2,5,4,3,2024-01-03 07:24:20,Abu Dhabi,No barriers
18,Female,Student,6393,5,3-4,Monthly,No,Yes,14.27,Powder sachet,Pharmacy,Energy boost,5,None,Gluten-free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,2025-05-31 09:17:36,Fujairah,No barriers
42,Female,Other,4152,5,3-4,Monthly,No,No,8.94,Bottle,Supermarket,Energy boost,5,None,None,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,4,5,1,3,2024-12-09 06:28:04,Fujairah,No barriers
38,Male,Working professional,656,3,3-4,Rarely,Yes,No,1.67,Bottle,Supermarket,Immune support,5,None,Gluten-free,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,5,4,3,2025-01-10 11:06:44,Fujairah,PoorTaste
80,Female,Self-employed,729,3,3-4,Daily,Yes,Yes,1.25,Bottle,Convenience store,Muscle recovery,3,BrandC,Eco packaging,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,1,2,4,2025-06-10 23:03:08,Umm Al Quwain,PoorTaste
80,Female,Working professional,2846,5,3-4,Monthly,No,Yes,8.28,Powder sachet,Supermarket,Digestive health,4,None,Gluten-free,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,5,1,2025-01-11 19:24:19,Sharjah,No barriers
27,Male,Student,7420,4,3-4,Daily,Yes,Yes,15.65,Can,Supermarket,Weight management,4,BrandC,Organic,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,4,1,5,2024-05-09 06:02:47,Umm Al Quwain,HighPrice
35,Male,Self-employed,415,2,3-4,Daily,Yes,No,1.0,Tetra Pak,Online retailer,Weight management,4,BrandB,Gluten-free,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,3,4,2,2024-03-28 10:26:59,Ajman,HighPrice
52,Male,Self-employed,3135,5,3-4,Daily,Yes,No,5.33,Bottle,Gym/Fitness centre,Energy boost,5,BrandB,No artificial flavors,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,3,5,2,4,2025-05-10 08:49:09,Ajman,HighPrice; LackTrust
40,Male,Self-employed,3061,5,1-2,Rarely,Yes,Yes,5.66,Bottle,Supermarket,Digestive health,3,BrandC,Gluten-free,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,1,4,2,2025-02-03 12:43:58,Abu Dhabi,No barriers
21,Female,Student,17146,5,3-4,Daily,Yes,Yes,34.29,Bottle,Online retailer,Digestive health,5,None,Organic,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,3,5,2,2025-05-04 18:08:14,Abu Dhabi,No barriers
25,Male,Self-employed,19074,5,5+,Rarely,Yes,No,38.5,Jar,Online retailer,Digestive health,4,BrandA,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,2,5,2025-05-08 23:51:16,Dubai,UnsustainablePack
19,Female,Self-employed,6937,5,1-2,Weekly,Yes,Yes,11.99,Powder sachet,Online retailer,Energy boost,3,BrandA,Eco packaging,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,4,3,1,2024-07-22 14:10:55,Umm Al Quwain,HighPrice
54,Female,Working professional,5581,2,1-2,Rarely,Yes,Yes,11.03,Can,Supermarket,Energy boost,4,BrandD,Low sugar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,2,2025-05-12 01:11:24,Umm Al Quwain,No barriers
29,Male,Self-employed,722,2,3-4,Rarely,No,Yes,1.0,Bottle,Supermarket,Weight management,3,BrandC,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,2,2024-08-27 11:22:44,Abu Dhabi,No barriers
21,Female,Self-employed,9812,4,5+,Never,Yes,Yes,21.79,Jar,Online retailer,Energy boost,2,None,No artificial flavors,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,3,2,4,2025-06-13 06:49:33,Ras Al Khaimah,LackTrust
31,Male,Working professional,5966,4,1-2,Rarely,No,No,9.94,Tetra Pak,Gym/Fitness centre,Digestive health,5,None,Low sugar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,5,4,1,2024-04-17 02:22:14,Ajman,No barriers
29,Other,Student,7765,4,1-2,Never,Yes,No,15.5,Bottle,Gym/Fitness centre,Energy boost,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,1,3,2,2024-10-09 15:46:23,Fujairah,No barriers
23,Female,Working professional,168319,4,None,Rarely,No,Yes,335.27,Bottle,Gym/Fitness centre,Weight management,3,BrandA,No artificial flavors,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,5,2,1,2024-05-08 02:10:05,Sharjah,No barriers
19,Female,Student,753,4,3-4,Monthly,No,No,5.23,Tetra Pak,Gym/Fitness centre,Muscle recovery,5,BrandB,Organic,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,5,4,2024-12-19 10:52:42,Abu Dhabi,PoorTaste
31,Female,Working professional,23207,4,1-2,Daily,No,Yes,48.93,Can,Supermarket,Weight management,1,None,No artificial flavors,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4,1,2,3,5,2024-07-12 20:21:12,Fujairah,No barriers
26,Male,Working professional,3794,1,1-2,Weekly,No,No,4.3,Powder sachet,Pharmacy,Energy boost,3,BrandA,Organic,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,4,1,3,2,2025-03-22 22:36:22,Ajman,PoorTaste
35,Female,Student,6365,3,3-4,Weekly,Yes,No,11.14,Powder sachet,Pharmacy,Immune support,1,BrandA,Organic,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2,5,1,4,3,2024-02-12 20:33:38,Sharjah,HighPrice
26,Female,Working professional,4718,4,5+,Monthly,Yes,No,11.18,Bottle,Online retailer,Weight management,2,BrandA,Low sugar,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,1,3,2024-07-06 19:39:53,Dubai,No barriers
40,Female,Student,3355,4,3-4,Monthly,Yes,Yes,7.62,Tetra Pak,Supermarket,Muscle recovery,3,BrandB,Low sugar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,3,2024-05-28 14:48:58,Ras Al Khaimah,No barriers
27,Female,Self-employed,2943,3,1-2,Rarely,Yes,Yes,6.74,Bottle,Online retailer,Energy boost,5,BrandB,None,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,4,1,3,2025-01-22 09:03:11,Dubai,No barriers
27,Female,Retired,6611,4,3-4,Never,Yes,Yes,13.6,Tetra Pak,Online retailer,Digestive health,5,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,5,1,4,2024-11-30 16:43:00,Abu Dhabi,LackTrust
43,Male,Student,1255,4,5+,Weekly,No,No,4.41,Tetra Pak,Supermarket,Energy boost,5,BrandC,None,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1,3,5,2,2024-05-17 21:18:00,Ras Al Khaimah,No barriers
24,Male,Other,9658,4,3-4,Monthly,Yes,Yes,20.88,Can,Online retailer,Muscle recovery,4,None,Organic,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,4,2,1,3,2024-09-19 06:18:48,Dubai,PoorTaste; LackTrust
19,Female,Working professional,3379,1,5+,Never,Yes,No,6.18,Powder sachet,Gym/Fitness centre,Weight management,4,BrandB,Gluten-free,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,4,5,1,2,2024-06-26 18:24:55,Ajman,PoorTaste
18,Male,Working professional,1777,4,5+,Weekly,No,No,1.16,Tetra Pak,Pharmacy,Energy boost,4,BrandC,Eco packaging,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,5,2,4,1,3,2024-05-07 21:38:36,Abu Dhabi,No barriers
34,Female,Student,3278,3,None,Rarely,Yes,No,3.18,Powder sachet,Supermarket,Energy boost,4,BrandC,Low sugar,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,5,4,3,1,2,2024-03-01 08:29:50,Umm Al Quwain,HighPrice; LackTrust; UnsustainablePack
29,Female,Working professional,15236,5,3-4,Weekly,Yes,No,30.26,Bottle,Supermarket,Immune support,4,BrandB,None,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,5,3,2,1,2024-09-07 19:33:42,Dubai,LackTrust
32,Male,Self-employed,13546,2,1-2,Monthly,No,Yes,23.41,Bottle,Online retailer,Energy boost,5,BrandB,None,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,4,3,5,1,2025-01-19 13:56:54,Ras Al Khaimah,HighPrice; LackTrust
20,Male,Self-employed,6786,4,3-4,Weekly,Yes,Yes,14.07,Tetra Pak,Pharmacy,Muscle recovery,1,BrandD,Gluten-free,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,2,3,1,4,2024-05-02 18:46:08,Ras Al Khaimah,UnsustainablePack
19,Female,Student,2546,2,1-2,Rarely,Yes,Yes,11.11,Powder sachet,Online retailer,Muscle recovery,3,BrandC,Organic,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,4,5,1,3,2024-06-17 09:16:47,Umm Al Quwain,No barriers
18,Male,Student,9722,4,1-2,Monthly,No,No,23.33,Bottle,Gym/Fitness centre,Weight management,3,BrandA,Eco packaging,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,4,2,5,2025-05-16 20:13:11,Fujairah,HardToFind
23,Female,Working professional,9108,4,5+,Daily,No,Yes,18.9,Bottle,Supermarket,Energy boost,4,BrandA,Low sugar,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,5,3,4,1,2025-06-29 20:05:41,Sharjah,HardToFind
28,Male,Working professional,25945,3,1-2,Weekly,No,No,51.83,Can,Online retailer,Energy boost,4,BrandA,Organic,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,1,4,3,2025-05-09 16:00:54,Ras Al Khaimah,No barriers
23,Female,Working professional,4196,4,5+,Weekly,Yes,Yes,5.16,Can,Convenience store,Muscle recovery,4,BrandA,Gluten-free,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,1,4,2,5,2025-01-13 05:09:50,Ras Al Khaimah,PoorTaste; HardToFind
24,Male,Working professional,8971,3,None,Never,No,Yes,15.42,Jar,Online retailer,Weight management,1,BrandB,No artificial flavors,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3,2,1,4,2025-03-30 15:48:25,Fujairah,No barriers
46,Female,Self-employed,5368,3,None,Rarely,Yes,No,12.1,Tetra Pak,Convenience store,Digestive health,4,BrandB,Low sugar,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,5,3,2,2024-12-19 22:39:42,Abu Dhabi,No barriers
23,Male,Retired,15777,4,5+,Weekly,Yes,Yes,30.93,Powder sachet,Online retailer,Muscle recovery,4,BrandA,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,5,2,1,3,2025-04-19 16:46:33,Ras Al Khaimah,HighPrice; HardToFind
26,Female,Working professional,2574,3,3-4,Weekly,Yes,Yes,10.22,Jar,Pharmacy,Digestive health,4,BrandC,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,5,1,2,2025-06-08 18:12:42,Sharjah,HighPrice
36,Male,Retired,9609,5,3-4,Monthly,Yes,No,19.05,Bottle,Supermarket,Energy boost,5,None,None,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,3,4,2025-06-25 06:59:45,Ras Al Khaimah,PoorTaste
24,Female,Working professional,4125,4,1-2,Rarely,Yes,Yes,8.59,Tetra Pak,Supermarket,Muscle recovery,4,BrandA,No artificial flavors,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,2,1,4,5,2024-03-14 19:49:03,Sharjah,No barriers
29,Female,Working professional,4639,4,3-4,Rarely,Yes,Yes,6.64,Tetra Pak,Supermarket,Energy boost,1,BrandB,Organic,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,5,2,3,1,4,2024-01-28 08:41:10,Fujairah,HighPrice; PoorTaste
41,Male,Working professional,5338,1,3-4,Weekly,Yes,Yes,12.57,Powder sachet,Online retailer,Energy boost,3,BrandB,No artificial flavors,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,3,5,2024-01-11 23:23:39,Ajman,UnsustainablePack
53,Male,Working professional,6167,4,3-4,Rarely,Yes,Yes,10.48,Bottle,Supermarket,Muscle recovery,2,BrandC,High protein,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,2,3,1,5,2024-06-29 16:02:28,Sharjah,PoorTaste; LackTrust; HardToFind
19,Male,Other,4427,5,3-4,Monthly,No,No,9.9,Bottle,Gym/Fitness centre,Digestive health,3,BrandC,None,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3,1,2,5,4,2024-05-14 23:45:18,Abu Dhabi,LackTrust; HardToFind
49,Female,Working professional,5962,3,5+,Never,Yes,No,13.55,Bottle,Convenience store,Weight management,4,BrandC,No artificial flavors,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,1,2,5,2025-04-26 13:17:04,Dubai,PoorTaste
26,Female,Working professional,20339,5,3-4,Never,Yes,Yes,40.87,Can,Online retailer,Digestive health,4,BrandD,Organic,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3,2,1,5,2024-06-12 11:31:01,Umm Al Quwain,No barriers
21,Female,Working professional,11931,3,5+,Rarely,Yes,Yes,27.38,Bottle,Supermarket,Weight management,3,None,Organic,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,4,2,1,3,2024-02-04 07:45:48,Dubai,No barriers
25,Male,Student,10745,5,3-4,Rarely,Yes,Yes,20.27,Tetra Pak,Convenience store,Digestive health,5,None,None,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,1,2,4,2025-05-10 17:49:06,Ajman,No barriers
64,Male,Homemaker,3262,2,3-4,Weekly,Yes,No,9.88,Jar,Online retailer,Energy boost,3,BrandB,Organic,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,5,2,4,2025-02-09 15:40:08,Abu Dhabi,No barriers
26,Female,Working professional,2208,5,None,Rarely,Yes,Yes,1.87,Can,Gym/Fitness centre,Energy boost,2,None,Gluten-free,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,5,3,2,4,2024-11-18 05:32:23,Ajman,PoorTaste; HardToFind
22,Female,Working professional,11612,4,1-2,Weekly,Yes,Yes,24.82,Can,Pharmacy,Digestive health,3,BrandD,Organic,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,1,5,4,2,2025-05-14 11:39:01,Ajman,HighPrice
30,Other,Working professional,10812,3,5+,Weekly,No,No,21.34,Powder sachet,Convenience store,Muscle recovery,5,BrandC,Gluten-free,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,2,3,1,5,2025-01-10 14:21:28,Ras Al Khaimah,HighPrice
21,Male,Working professional,18498,3,1-2,Weekly,Yes,No,111.06,Can,Online retailer,Muscle recovery,4,BrandC,Low sugar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,5,2024-07-19 01:52:13,Ras Al Khaimah,No barriers
18,Female,Student,2854,4,1-2,Rarely,Yes,Yes,2.39,Bottle,Pharmacy,Muscle recovery,4,None,Organic,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,5,1,3,2,2025-05-16 13:27:24,Abu Dhabi,No barriers
19,Male,Working professional,3997,5,1-2,Daily,Yes,Yes,7.47,Bottle,Online retailer,Immune support,2,None,No artificial flavors,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,5,3,4,2,2025-01-10 04:06:19,Dubai,PoorTaste; LackTrust
19,Male,Working professional,1124,3,1-2,Weekly,Yes,Yes,1.6,Can,Online retailer,Muscle recovery,4,BrandA,Eco packaging,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,1,4,2,2024-05-06 07:57:15,Sharjah,No barriers
19,Female,Self-employed,3452,2,5+,Weekly,Yes,Yes,7.25,Bottle,Online retailer,Muscle recovery,4,BrandB,No artificial flavors,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,5,2,4,2024-05-10 22:42:34,Ras Al Khaimah,HighPrice
19,Female,Self-employed,12051,4,5+,Daily,Yes,No,25.55,Tetra Pak,Online retailer,Digestive health,4,None,Eco packaging,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,3,1,4,2,2025-06-27 20:20:03,Abu Dhabi,HighPrice
30,Other,Self-employed,3230,4,3-4,Daily,Yes,No,4.84,Powder sachet,Online retailer,Digestive health,4,BrandB,No artificial flavors,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,5,2,4,3,1,2024-10-29 20:03:35,Abu Dhabi,PoorTaste
20,Male,Working professional,8747,4,None,Rarely,No,No,21.01,Tetra Pak,Gym/Fitness centre,Energy boost,4,BrandA,High protein,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,5,2,3,1,2024-10-03 20:28:05,Fujairah,HighPrice; LackTrust
23,Male,Working professional,4140,4,3-4,Rarely,No,Yes,7.2,Bottle,Supermarket,Muscle recovery,2,BrandA,Eco packaging,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,1,2,5,2025-01-11 18:49:10,Dubai,No barriers
45,Female,Student,6579,3,3-4,Weekly,Yes,Yes,14.36,Bottle,Online retailer,Muscle recovery,4,BrandC,Gluten-free,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,5,3,2,4,2024-05-22 11:46:05,Abu Dhabi,PoorTaste; LackTrust
25,Female,Self-employed,1749,5,5+,Rarely,No,Yes,3.68,Powder sachet,Gym/Fitness centre,Energy boost,5,BrandD,No artificial flavors,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,5,1,3,2,4,2024-03-25 10:13:16,Umm Al Quwain,HighPrice; LackTrust
31,Male,Working professional,5307,4,3-4,Rarely,Yes,Yes,10.22,Powder sachet,Pharmacy,Weight management,4,BrandA,None,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,1,5,2024-06-01 15:59:36,Abu Dhabi,No barriers
20,Male,Working professional,333,2,1-2,Weekly,No,No,1.0,Can,Supermarket,Energy boost,3,BrandC,No artificial flavors,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,3,2,5,2024-07-16 08:01:53,Dubai,HighPrice
20,Male,Working professional,4154,4,3-4,Rarely,Yes,Yes,6.43,Bottle,Pharmacy,Energy boost,3,None,No artificial flavors,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,4,3,2,1,2024-04-23 13:24:11,Ras Al Khaimah,No barriers
18,Female,Student,1133,4,5+,Never,Yes,Yes,1.49,Tetra Pak,Convenience store,Immune support,5,BrandA,Eco packaging,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,1,4,2,5,2025-01-07 23:38:11,Dubai,HighPrice; PoorTaste; LackTrust
20,Male,Working professional,14551,3,3-4,Weekly,No,Yes,26.42,Bottle,Online retailer,Energy boost,3,BrandA,Eco packaging,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,5,4,3,1,2025-06-20 11:56:11,Ajman,LackTrust
21,Male,Student,9894,4,3-4,Weekly,No,Yes,18.69,Bottle,Gym/Fitness centre,Muscle recovery,5,None,Eco packaging,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3,4,5,2024-09-30 13:38:57,Ras Al Khaimah,HighPrice
